57,61
69,61
25,3
43,60
7,14
62,37
7,6
9,15
4,21
33,1
66,53
22,9
33,4
70,69
40,65
23,17
67,42
18,13
65,59
3,6
43,67
55,62
68,51
44,49
29,1
65,35
21,1
5,29
49,69
26,13
24,19
56,53
18,5
9,25
45,61
13,27
67,34
65,31
67,59
9,17
55,65
63,30
66,29
65,47
45,68
7,23
49,65
29,21
15,5
34,59
20,5
49,47
69,63
9,3
23,5
13,14
53,39
47,51
15,21
15,4
19,7
29,61
17,20
67,30
65,51
55,63
47,44
59,35
26,7
46,65
42,7
5,13
58,65
59,52
9,19
27,2
39,62
17,23
7,5
9,16
65,67
61,66
9,7
51,51
27,15
12,15
58,35
3,26
69,27
58,57
1,5
60,61
5,11
9,9
35,11
61,59
65,62
27,16
13,9
30,21
37,63
33,68
9,5
53,69
47,57
43,58
57,62
15,9
42,69
39,9
13,10
20,11
17,1
14,11
67,48
55,43
30,17
39,2
33,56
44,53
1,9
7,13
1,19
67,56
28,19
62,47
51,56
25,7
65,27
63,61
63,37
27,17
33,2
69,66
39,65
38,59
43,65
67,33
45,63
61,63
14,7
42,61
19,16
58,55
45,49
65,29
51,58
21,13
5,10
21,16
17,10
66,49
1,10
1,2
69,28
60,67
53,53
66,33
59,39
67,37
67,57
37,64
21,21
13,5
63,36
62,31
11,8
33,13
48,33
29,3
69,24
63,27
47,59
57,36
69,37
5,1
2,17
63,45
63,39
25,1
45,69
61,28
5,27
59,49
59,37
25,13
22,13
33,5
69,57
27,7
27,19
61,57
48,69
57,59
57,49
18,7
24,11
28,7
47,43
25,25
62,39
67,47
9,1
68,53
38,45
13,2
9,11
23,27
63,50
63,42
3,21
63,34
43,54
57,42
3,3
40,57
29,24
17,18
53,37
56,51
23,13
13,1
11,19
43,61
1,11
5,24
3,10
65,23
61,29
16,7
1,17
9,18
61,61
32,15
63,47
7,9
5,3
66,37
41,52
37,43
27,10
47,69
23,24
8,23
51,47
57,41
1,20
67,49
3,22
67,26
29,23
64,47
54,47
41,55
15,14
55,37
57,50
49,63
60,57
13,24
32,19
57,43
69,29
1,13
53,49
27,25
49,61
64,63
11,20
31,3
62,59
40,59
10,13
57,63
7,12
50,41
67,45
48,53
35,19
5,26
59,27
67,21
59,47
47,42
49,60
0,17
6,1
39,69
29,22
69,21
3,17
11,17
53,45
29,20
2,23
58,49
63,65
45,52
64,35
21,5
19,11
10,25
7,1
49,59
45,51
2,3
21,15
25,22
49,50
53,59
21,17
14,17
45,47
60,63
47,33
40,7
67,62
68,63
23,1
54,39
69,49
34,57
7,19
23,11
59,34
38,63
55,46
17,2
53,58
51,61
54,41
9,21
11,0
67,69
59,57
55,35
51,67
23,14
46,51
69,43
11,5
57,67
17,16
55,49
55,61
59,51
61,69
28,25
65,41
51,43
4,15
27,24
63,31
69,51
2,27
54,49
61,45
68,47
67,68
29,0
47,48
53,63
29,25
1,15
65,68
15,27
19,13
65,45
24,25
48,59
50,69
49,40
13,23
69,69
7,28
31,4
42,23
20,17
61,41
45,59
66,41
58,69
5,7
23,2
54,53
60,35
55,60
55,47
43,44
56,67
12,13
35,7
56,45
31,6
59,53
39,51
25,15
70,55
47,65
29,15
61,55
65,69
23,19
57,54
8,11
51,69
3,14
62,65
19,19
23,9
47,63
5,4
47,53
31,5
15,3
65,57
61,31
49,56
13,4
25,4
24,1
51,39
63,69
43,66
43,69
64,29
17,15
21,26
17,11
23,7
69,33
41,61
30,29
15,6
47,67
62,27
12,23
60,51
55,69
43,59
2,7
43,63
53,48
65,61
61,51
8,5
37,67
64,57
9,27
49,62
26,11
59,45
47,62
57,40
53,47
69,25
4,19
37,58
21,10
11,12
3,25
69,42
31,25
34,9
31,29
62,69
49,45
68,33
27,9
5,9
54,69
51,38
70,45
61,27
27,11
55,57
62,49
63,52
3,31
11,3
67,39
63,56
39,53
57,45
10,23
8,15
26,23
47,52
44,65
60,39
7,2
13,13
51,66
3,8
45,41
59,33
55,30
59,69
66,57
59,31
45,4
29,31
37,57
11,1
45,67
61,64
5,15
17,12
11,18
31,23
43,1
17,5
57,55
45,58
29,2
67,63
20,1
5,8
53,57
42,67
53,61
47,54
65,60
37,7
17,7
27,27
33,21
39,66
12,17
53,36
61,32
65,37
13,19
54,43
59,67
33,6
36,69
1,3
15,17
37,59
9,10
51,44
69,56
5,25
53,50
59,30
25,9
1,0
41,53
69,67
49,42
4,17
13,3
3,12
11,6
34,13
69,53
5,12
31,17
6,3
37,5
50,53
68,41
70,37
31,18
63,25
21,23
61,54
18,1
57,37
65,25
59,55
45,55
68,59
46,57
45,62
49,57
53,56
10,7
67,27
51,57
43,53
57,25
43,51
45,40
69,60
46,63
51,59
49,55
67,51
5,5
43,57
65,53
25,8
67,29
48,45
5,17
51,49
15,24
69,50
5,21
40,49
57,57
35,3
46,69
27,4
41,45
21,19
31,27
63,57
67,55
6,9
9,2
64,59
24,9
1,28
50,49
65,40
63,33
27,21
33,8
53,55
21,25
16,21
15,18
55,29
22,7
37,68
53,65
19,23
48,57
1,4
47,9
29,7
42,63
3,5
15,22
27,14
22,3
69,55
3,9
57,28
67,25
52,61
65,64
39,67
25,27
25,5
65,66
19,1
11,21
67,53
39,49
70,49
51,45
69,64
51,63
35,57
67,23
36,11
35,50
3,19
69,59
56,57
51,55
19,17
56,69
63,44
65,39
53,43
69,62
63,35
7,17
17,17
61,46
20,7
59,60
62,33
47,61
41,48
6,23
1,7
15,2
11,15
44,55
65,63
27,18
17,9
67,35
11,9
67,58
7,7
25,26
65,54
46,67
69,47
52,47
20,23
7,8
31,1
29,12
22,5
31,21
5,19
41,56
29,4
15,11
13,8
61,39
65,21
27,3
25,11
67,67
56,39
17,3
7,22
27,5
35,5
39,70
67,46
19,2
49,51
67,54
67,44
11,26
15,13
63,63
3,1
22,21
57,60
23,23
13,15
43,50
11,22
45,45
5,23
41,16
23,0
69,45
32,21
52,67
53,64
31,2
62,51
54,67
61,22
67,43
4,1
69,65
15,15
65,43
6,19
13,29
7,3
27,13
60,49
13,17
37,69
1,23
67,38
40,61
44,63
52,51
9,4
67,22
55,66
65,22
26,21
63,41
63,51
19,3
65,33
10,33
23,18
9,13
63,55
51,54
19,9
15,19
22,17
18,27
9,23
66,45
17,21
39,5
21,7
59,32
25,6
35,63
59,46
48,49
23,25
53,70
1,1
63,62
6,15
39,68
35,53
69,41
67,61
27,66
25,16
45,60
48,67
25,23
59,42
60,69
19,25
57,47
15,10
27,23
41,69
59,59
28,59
3,24
63,67
57,48
43,47
29,59
61,53
52,63
31,8
10,17
57,38
16,25
30,9
39,43
49,43
59,38
67,65
69,23
58,45
58,63
19,8
61,40
62,61
19,15
45,43
49,64
42,47
61,65
61,35
34,21
15,25
21,20
59,61
21,31
41,65
15,23
55,45
19,5
21,12
65,46
50,67
55,67
13,20
31,26
21,9
69,31
25,18
65,26
65,52
37,66
23,3
66,31
13,11
61,58
60,37
45,65
36,63
35,69
7,16
15,1
17,19
37,8
21,29
15,16
7,11
41,51
17,27
41,64
63,53
55,51
61,33
35,1
3,15
14,21
57,69
36,65
33,7
19,14
33,9
52,43
49,67
55,52
23,21
31,19
18,9
42,45
3,11
43,55
69,39
31,7
22,23
23,15
25,19
68,39
36,9
63,59
5,30
51,53
68,23
67,66
55,64
36,1
64,43
57,51
61,47
21,11
0,9
59,63
53,67
28,13
3,29
68,69
13,0
21,3
54,59
61,43
19,27
65,50
65,49
17,4
56,43
45,44
63,49
39,63
48,41
49,46
63,68
41,67
11,11
64,27
61,67
11,2
2,19
27,1
45,53
51,60
24,21
67,41
14,27
60,45
50,63
53,35
67,28
58,67
1,14
32,69
0,21
29,19
42,57
20,19
45,56
29,6
51,52
50,47
29,11
65,55
67,24
7,25
15,7
62,43
46,5
28,9
67,31
55,39
8,21
51,65
29,5
44,69
2,13
67,36
54,55
53,51
70,33
11,31
60,55
16,13
63,43
18,19
58,43
29,9
31,24
24,13
47,55
24,5
9,30
49,53
11,10
66,65
26,1
17,13
55,55
4,5
13,7
25,17
61,37
11,23
70,27
37,60
62,55
13,21
55,56
47,47
7,20
35,60
48,65
64,39
11,13
41,63
12,5
8,7
68,31
56,19
21,67
41,31
40,25
7,32
55,17
45,13
17,25
64,13
42,9
13,25
21,39
19,37
13,37
64,23
45,19
5,39
5,67
39,45
63,16
26,55
29,27
46,1
35,54
11,51
31,66
39,25
21,24
37,48
42,39
52,41
69,35
52,1
3,61
17,56
11,28
44,13
53,33
37,11
55,23
33,51
5,42
7,57
39,55
46,19
43,2
29,29
61,15
64,9
54,37
21,47
25,50
65,0
18,23
45,21
40,45
12,59
35,16
50,23
41,0
57,30
54,13
3,49
47,3
52,7
50,31
51,5
4,35
38,53
34,27
20,35
53,31
46,17
7,21
33,30
15,45
56,13
3,30
42,33
20,45
17,31
33,15
28,57
45,42
19,42
3,7
69,11
7,53
67,15
49,17
11,38
23,49
22,61
0,41
15,33
1,31
7,63
37,27
45,31
19,63
49,11
55,59
28,65
4,63
48,23
3,63
41,23
11,49
37,50
27,31
13,59
65,15
54,23
27,42
22,33
57,21
30,47
7,40
16,59
19,44
3,67
15,49
46,47
15,35
10,55
41,3
25,63
29,70
7,61
23,56
67,4
61,13
7,47
18,29
57,15
11,55
29,57
35,37
32,59
37,34
41,22
35,59
1,27
13,65
1,39
32,29
29,45
51,14
5,53
57,33
15,50
43,21
47,8
54,29
35,9
5,40
5,54
13,26
19,68
35,20
40,5
5,61
41,24
17,41
9,67
49,9
41,25
63,11
11,53
30,63
20,33
63,29
59,65
13,36
8,61
60,29
23,30
57,11
7,38
14,49
57,24
25,49
42,5
55,19
26,61
63,9
7,15
19,53
31,34
3,68
18,69
1,70
3,50
19,22
38,23
23,65
67,1
28,33
2,45
61,6
7,45
47,15
5,38
69,19
9,44
50,3
3,38
15,39
42,17
19,57
25,64
23,42
15,41
33,61
32,47
11,67
7,56
3,56
33,39
5,32
57,8
38,7
1,33
51,26
45,15
15,51
63,22
61,11
37,37
63,21
7,29
28,53
41,43
14,57
58,9
17,43
43,29
11,25
55,9
29,52
41,35
7,68
63,23
34,31
38,25
23,38
55,13
5,47
15,37
35,25
19,38
42,37
4,61
40,37
5,51
59,11
25,70
65,1
30,59
25,61
32,51
13,51
21,51
49,25
16,63
37,15
15,31
25,28
61,19
56,33
20,41
30,69
32,53
43,5
8,43
41,7
21,58
31,37
6,69
34,51
15,68
21,52
27,39
53,19
34,17
37,55
8,27
61,2
47,38
39,3
47,20
0,37
39,27
3,39
23,64
41,39
23,35
39,57
0,65
43,11
2,61
5,59
47,25
15,55
16,49
39,29
46,15
33,11
33,52
17,62
3,60
44,39
51,15
41,37
20,27
12,51
35,0
63,3
29,68
5,66
38,5
33,49
44,21
25,39
21,35
8,37
39,39
69,9
59,13
9,65
1,61
13,57
47,29
10,31
47,27
27,36
65,14
53,5
47,36
58,15
51,3
9,29
53,7
27,69
51,21
39,47
19,69
29,65
15,43
34,11
13,67
9,49
49,31
7,35
49,38
23,68
61,18
59,12
44,15
53,41
5,60
31,35
49,41
57,6
45,29
20,67
67,9
51,35
38,19
1,51
34,61
49,26
28,35
2,43
46,39
20,65
25,40
22,69
15,57
51,10
54,25
37,14
11,35
5,65
9,52
57,64
27,44
65,65
4,51
22,41
33,29
9,64
27,51
47,30
35,35
8,35
15,34
39,23
19,35
34,67
49,32
31,10
40,9
58,19
67,17
42,31
57,5
21,45
24,47
9,41
47,2
41,47
52,11
23,43
17,57
43,12
59,26
57,23
36,53
8,65
57,16
3,45
59,17
63,13
43,33
25,41
21,49
57,1
49,39
14,55
28,63
57,53
27,45
31,12
5,63
29,37
33,27
15,63
23,63
12,69
40,33
1,41
45,35
67,10
17,45
9,69
13,61
33,35
7,65
51,37
57,35
16,55
41,49
45,27
1,43
65,9
9,35
31,58
45,9
8,55
15,32
67,3
36,31
25,33
53,12
57,9
37,22
38,27
25,51
49,13
37,49
7,59
69,20
37,29
52,17
15,65
5,35
67,5
21,61
19,21
43,26
16,43
45,36
35,22
17,54
58,1
15,69
65,4
48,35
35,41
42,41
45,11
49,4
45,23
7,51
3,35
42,19
59,22
29,43
35,31
63,8
44,37
37,36
55,18
39,21
35,33
